State,State_Code,Station,Year,Month,Date,Day,MinTemp,MaxTemp,Rain
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,1,Tu,13.7,35.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,2,We,18,35.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,3,Th,18.4,35.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,4,Fr,17.2,38.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,5,Sa,21.1,36.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,6,Su,13.4,25,7
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,7,Mo,14.8,24.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,8,Tu,16.8,30.7,11.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,9,We,13.7,30.7,9.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,10,Th,16.4,27.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,11,Fr,17.6,29.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,12,Sa,13.7,34.2,2.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,13,Su,16,29.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,14,Mo,16,36.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,15,Tu,18.7,40.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,16,We,20.1,41.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,17,Th,17.1,41.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,18,Fr,20.5,40.1,11.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,19,Sa,21.4,36,1
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,20,Su,17.1,35.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,21,Mo,16.9,34.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,22,Tu,16.9,38.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,23,We,19.7,35.4,2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,24,Th,14.9,32,4.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,25,Fr,15.9,39.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,26,Sa,20.5,41.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,27,Su,21.2,31.2,7.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,28,Mo,20,26.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,29,Tu,19.1,35.7,3.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,30,We,19,37.1,2.6
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,January,31,Th,22.2,35.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,1,Fr,14.7,20.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,2,Sa,15.1,29.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,3,Su,15.9,35.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,4,Mo,19.3,33.6,2.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,5,Tu,17.8,27,32
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,6,We,18,29.9,2.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,7,Th,16.8,31.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,8,Fr,17.3,31.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,9,Sa,15.8,24.4,5.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,10,Su,5.5,24.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,11,Mo,8.3,28.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,12,Tu,9.8,30.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,13,We,11.6,23,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,14,Th,5.7,27,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,15,Fr,13.3,29.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,16,Sa,10.9,29,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,17,Su,10.5,33.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,18,Mo,13.6,36,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,19,Tu,13.8,32.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,20,We,14.5,28.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,21,Th,13.2,27.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,22,Fr,14.1,26,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,23,Sa,8.9,27.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,24,Su,10.6,25.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,25,Mo,9.5,28.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,26,Tu,10.4,32.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,27,We,12.5,28.9,0.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,February,28,Th,14,32.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,1,Fr,14,30.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,2,Sa,14.7,30.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,3,Su,12.7,32.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,4,Mo,13.6,34.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,5,Tu,15.3,29.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,6,We,15.9,22.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,7,Th,4.2,23.7,9.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,8,Fr,7.7,28.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,9,Sa,14.1,29.5,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,10,Su,11.4,29.6,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,11,Mo,9.9,29.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,12,Tu,9.9,26.7,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,13,We,13.6,23.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,14,Th,14.6,28.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,15,Fr,12.4,24.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,16,Sa,13.2,24.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,17,Su,14.6,23.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,18,Mo,12.7,25.5,15.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,19,Tu,15.7,26,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,20,We,12.2,28.8,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,21,Th,14.7,27.3,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,22,Fr,16.7,22.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,23,Sa,10.1,24.6,1
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,24,Su,14,27.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,25,Mo,16.5,22.5,0.6
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,26,Tu,8,22.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,27,We,4.2,22.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,28,Th,6.8,26.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,29,Fr,12.2,25,1
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,30,Sa,13.3,16.4,45.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,March,31,Su,3.1,16.9,1.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,1,Mo,3,19.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,2,Tu,7.2,22.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,3,We,7.9,24.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,4,Th,12.2,22.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,5,Fr,13.9,21,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,6,Sa,9.6,25.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,7,Su,7.6,24.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,8,Mo,6.3,24.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,9,Tu,13,20.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,10,We,0.5,18.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,11,Th,1.6,20.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,12,Fr,10.2,21.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,13,Sa,4.7,23.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,14,Su,10.5,21.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,15,Mo,6.1,22.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,16,Tu,6.9,23.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,17,We,7.2,24.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,18,Th,6.3,26.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,19,Fr,13.7,24.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,20,Sa,9.8,25.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,21,Su,8.8,24,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,22,Mo,11.7,25.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,23,Tu,10.1,23.7,10
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,24,We,10,24,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,25,Th,8,24.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,26,Fr,10,19.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,27,Sa,1,16.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,28,Su,0.2,19.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,29,Mo,1.6,21.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,April,30,Tu,4.4,22.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,1,We,6.5,20.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,2,Th,8.8,23.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,3,Fr,15.2,20.4,20.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,4,Sa,5,19,0.6
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,5,Su,4.9,17.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,6,Mo,2.2,16.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,7,Tu,0,15.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,8,We,1.4,13.1,1.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,9,Th,0.8,14.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,10,Fr,3.4,11,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,11,Sa,4.4,16.2,10.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,12,Su,0.2,12,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,13,Mo,0.7,17.3,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,14,Tu,0.3,18.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,15,We,-1.6,17.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,16,Th,2,19,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,17,Fr,0.3,19.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,18,Sa,-0.1,19.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,19,Su,3.6,18.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,20,Mo,4.6,19.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,21,Tu,5.7,21.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,22,We,3.4,20.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,23,Th,6.8,19.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,24,Fr,-0.3,17.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,25,Sa,1.8,20,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,26,Su,8.6,14.4,8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,27,Mo,5.8,9.1,0.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,28,Tu,4.2,10.4,0.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,29,We,6.5,9.8,1.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,30,Th,1.1,11,2.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,May,31,Fr,-2.7,12,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,1,Sa,-0.7,15.2,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,2,Su,-1.6,15.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,3,Mo,2.9,11.4,0.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,4,Tu,4.4,11.4,3.6
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,5,We,3.3,12.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,6,Th,-3.9,14.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,7,Fr,-1.3,17,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,8,Sa,-0.1,11.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,9,Su,0.6,16,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,10,Mo,4.5,14.5,0.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,11,Tu,3.8,16.3,2.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,12,We,0.6,17.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,13,Th,5.8,16.5,1.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,14,Fr,-2.2,14.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,15,Sa,-1.4,13.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,16,Su,-0.8,13.2,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,17,Mo,1.1,15.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,18,Tu,0.5,13.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,19,We,-2.7,11.9,0.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,20,Th,-4.4,11,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,21,Fr,-4.9,11.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,22,Sa,-1.5,11.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,23,Su,-3.8,10.8,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,24,Mo,-0.8,13.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,25,Tu,-2.2,15.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,26,We,0.4,15,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,27,Th,0.4,15.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,28,Fr,-1.1,16.7,0.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,29,Sa,-1.7,16.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,June,30,Su,4.3,11.3,7.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,1,Mo,-4.7,12.5,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,2,Tu,-3.6,15,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,3,We,-3.1,15.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,4,Th,2.5,13.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,5,Fr,0,15.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,6,Sa,4.6,15.6,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,7,Su,0.2,15.3,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,8,Mo,7.3,15.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,9,Tu,-1.2,13.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,10,We,3.9,10.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,11,Th,6,10.6,0.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,12,Fr,7.7,13.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,13,Sa,3.2,8.7,2.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,14,Su,1,8.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,15,Mo,4.6,12.8,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,16,Tu,-2.1,14,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,17,We,4.4,12.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,18,Th,5.9,13,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,19,Fr,2.3,13.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,20,Sa,-0.7,12.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,21,Su,-4.7,15.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,22,Mo,-1.6,17.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,23,Tu,-2.4,16,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,24,We,7.8,13.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,25,Th,-5.1,15.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,26,Fr,-1.8,11.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,27,Sa,0.2,16.2,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,28,Su,-3.3,14.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,29,Mo,-2.4,14.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,30,Tu,-1.4,13.6,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,July,31,We,-2.8,13.7,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,1,Th,-3.8,14.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,2,Fr,0,15.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,3,Sa,-0.9,13.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,4,Su,0.4,13.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,5,Mo,0.9,11.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,6,Tu,-2.5,12.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,7,We,-5,16,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,8,Th,-3.5,12.6,3.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,9,Fr,4.1,8.7,6.6
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,10,Sa,0.8,8.8,3
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,11,Su,2,10.7,1.6
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,12,Mo,-1.6,13,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,13,Tu,-1.7,12.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,14,We,-4.1,10.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,15,Th,-3.2,15.3,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,16,Fr,-2.8,18.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,17,Sa,0.3,17.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,18,Su,-1.1,18.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,19,Mo,2.6,9.4,2.4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,20,Tu,2.7,13.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,21,We,6.8,16.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,22,Th,9,16.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,23,Fr,-5.2,14.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,24,Sa,-5.2,17.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,25,Su,0.1,18.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,26,Mo,5.1,13.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,27,Tu,5,13.2,0.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,28,We,1.6,17,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,29,Th,0.7,13.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,30,Fr,1.3,14.5,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,August,31,Sa,0.6,17.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,1,Su,-2.3,19.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,2,Mo,0.5,19,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,3,Tu,2.9,21.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,4,We,-0.3,22.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,5,Th,1.5,21.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,6,Fr,5.7,20.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,7,Sa,5,11.8,3.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,8,Su,4,13.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,9,Mo,3.7,14.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,10,Tu,-0.5,16.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,11,We,-3.1,19.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,12,Th,-0.9,19.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,13,Fr,-2.8,22.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,14,Sa,-0.5,21.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,15,Su,-0.4,24,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,16,Mo,5.4,24.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,17,Tu,0.8,11.3,32
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,18,We,1.5,15.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,19,Th,10,20.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,20,Fr,5.6,23.3,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,21,Sa,10.1,18.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,22,Su,6.9,17.2,3.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,23,Mo,0.1,13.6,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,24,Tu,-2.9,16.9,0.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,25,We,-0.9,17.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,26,Th,4.4,18.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,27,Fr,0.7,20.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,28,Sa,3.7,18.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,29,Su,2.2,20.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,September,30,Mo,3.6,19.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,1,Tu,5.6,21.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,2,We,1.8,24.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,3,Th,4.2,28,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,4,Fr,5.7,28.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,5,Sa,12.1,19.2,4
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,6,Su,11.4,30.4,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,7,Mo,8.6,23.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,8,Tu,8.4,18.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,9,We,1.7,16.3,11.2
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,10,Th,1,19.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,11,Fr,8.5,17.1,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,12,Sa,6.6,15.9,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,13,Su,1.8,19.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,14,Mo,4.3,22.7,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,15,Tu,6.6,28,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,16,We,7.8,24.8,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,17,Th,9.5,16.1,4.8
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,18,Fr,5.8,21,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,19,Sa,8.8,19.2,0
Australian Capital Territory,ACT,Canberra Airport {station 070351},2019,October,20,Su,-0.2,20.9,0
