State,State_Code,Station,Year,Month,Date,Day,MinTemp,MaxTemp,Rain
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,11,Sa,16.1,22.5,1.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,12,Su,16,23.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,13,Mo,13.5,30.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,14,Tu,17.1,27.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,15,We,17.2,24.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,16,Th,16,22.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,17,Fr,15.1,22.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,18,Sa,14.8,22.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,19,Su,15.8,24.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,20,Mo,15.8,23.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,21,Tu,9.2,25.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,22,We,15.9,24.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,23,Th,13.4,22.1,5.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,24,Fr,12.5,24.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,25,Sa,14.3,28,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,26,Su,14.1,24.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,27,Mo,12.6,23.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,28,Tu,11.7,25.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,29,We,12.4,30.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,30,Th,15.8,36.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,January,31,Fr,26.1,38.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,1,We,7.7,19,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,2,Th,6.2,14.8,
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,3,Fr,7.7,14.8,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,4,Sa,7.3,14.7,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,5,Su,7.8,16.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,6,Mo,5.5,13.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,7,Tu,8.6,14,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,8,We,2.2,14.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,9,Th,4.4,17.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,10,Fr,6.6,15.7,1
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,11,Sa,5.6,12.9,5.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,12,Su,6.6,16,5.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,13,Mo,4.2,15.4,0.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,14,Tu,4.4,14.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,15,We,1.9,18.7,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,16,Th,4,16.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,17,Fr,3,18.7,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,18,Sa,8.7,18.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,19,Su,8,15.7,1.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,20,Mo,6.2,14.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,21,Tu,4.8,14.6,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,22,We,9.1,12.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,23,Th,5,16.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,24,Fr,3.3,17.6,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,25,Sa,5.4,16.4,3.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,26,Su,5.1,16.2,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,27,Mo,6.5,16.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,28,Tu,3.6,15.3,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,29,We,6.5,17.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,30,Th,4.9,16.6,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,July,31,Fr,2.8,20.9,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,1,Sa,9.1,20.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,2,Su,5,16.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,3,Mo,9,15.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,4,Tu,,13.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,5,We,,12.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,6,Th,,12.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,7,Fr,,13.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,8,Sa,8.5,14.5,2.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,9,Su,10.3,14.3,9.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,10,Mo,6,16.2,0.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,11,Tu,11,17.9,3.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,12,We,10.4,18.2,3.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,13,Th,10.5,17.5,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,14,Fr,8.2,17.4,2.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,15,Sa,6.6,16.6,2.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,16,Su,4.4,15,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,17,Mo,7.2,19.3,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,18,Tu,8.1,16,8.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,19,We,9.3,15.4,21.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,20,Th,7.8,15.7,5.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,21,Fr,8.2,13.5,4.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,22,Sa,5.5,14.4,5.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,23,Su,5.1,13.1,1.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,24,Mo,2,13.5,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,25,Tu,3,14.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,26,We,4.4,22.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,27,Th,6.2,18.6,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,28,Fr,5.7,17.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,29,Sa,5.7,24.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,30,Su,10.6,16.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,August,31,Mo,8.2,14.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,1,Tu,2.8,21.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,2,We,10,17,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,3,Th,10.3,17.5,0.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,4,Fr,7.4,18.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,5,Sa,8.7,17.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,6,Su,4.4,26.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,7,Mo,13.1,31.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,8,Tu,12.3,17.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,9,We,11.5,17.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,10,Th,6.6,19.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,11,Fr,11.4,21.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,12,Sa,13.4,16.5,2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,13,Su,5,17.8,12.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,14,Mo,8.9,17.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,15,Tu,8.8,19.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,16,We,6.4,24.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,17,Th,13.3,17.8,19.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,18,Fr,13.8,21.3,1
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,19,Sa,11.6,21.6,2.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,20,Su,12,27.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,21,Mo,9.8,18.4,1.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,22,Tu,10.6,17.1,3.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,23,We,8.4,15.2,1.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,24,Th,6,15.1,3.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,25,Fr,4.3,14.5,10
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,26,Sa,6,14.2,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,27,Su,3,16.5,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,28,Mo,11.2,19,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,29,Tu,10.8,16.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,September,30,We,9.1,18.5,12.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,1,Th,4.8,26.1,1.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,2,Fr,10.3,33.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,3,Sa,17.9,24.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,4,Su,13.6,13.8,6.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,5,Mo,6.8,15,30.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,6,Tu,10.2,15.2,3.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,7,We,10.7,13.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,8,Th,7.8,17.3,37
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,9,Fr,4.5,23.6,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,10,Sa,8.2,20.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,11,Su,10.6,22.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,12,Mo,12.4,29.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,13,Tu,13.9,18,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,14,We,9.5,33,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,15,Th,14.3,28.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,16,Fr,14.2,18.4,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,17,Sa,12.3,16.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,18,Su,10.5,16.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,19,Mo,7.6,17.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,20,Tu,10.3,18.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,21,We,11.9,19.6,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,22,Th,13.7,17.3,1
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,23,Fr,14.4,18.5,5
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,24,Sa,9.8,17.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,25,Su,9.8,16.6,0.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,26,Mo,10.4,17.4,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,27,Tu,12.2,19.6,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,28,We,8.1,20.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,29,Th,13.8,18.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,30,Fr,12.1,16.9,3.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,October,31,Sa,12.5,18.9,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,1,Su,11.1,19.5,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,2,Mo,8.8,27.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,3,Tu,14.3,32,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,4,We,13.8,19.8,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,5,Th,8.1,17.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,6,Fr,8,18.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,7,Sa,12,18.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,8,Su,12.9,23.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,9,Mo,13.4,31.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,10,Tu,15.9,39.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,11,We,11.8,22.6,1.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,12,Th,13.3,19.1,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,13,Fr,9.6,19.3,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,14,Sa,6.9,25.1,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,15,Su,13.6,33,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,16,Mo,9.7,22.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,17,Tu,8.1,21.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,18,We,9.8,29.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,19,Th,17.2,26.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,20,Fr,14.1,21.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,21,Sa,16.3,28.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,22,Su,16.6,28.9,0.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,23,Mo,14.8,21.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,24,Tu,8.7,24.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,25,We,10.1,36.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,26,Th,13.7,23.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,27,Fr,12.3,30.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,28,Sa,13.9,25.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,29,Su,10.7,19.9,7
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,November,30,Mo,14.3,26,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,1,Tu,15.6,21.8,3
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,2,We,9.9,20,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,3,Th,10.4,23.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,4,Fr,9.1,27,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,5,Sa,17.6,23.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,6,Su,12.6,22.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,7,Mo,11.7,20.1,0.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,8,Tu,11.2,20.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,9,We,8.5,,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,10,Th,15,22.3,
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,11,Fr,15.2,22.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,12,Sa,15,25.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,13,Su,19.1,28.5,8.8
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,14,Mo,18.3,35.8,1.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,15,Tu,16.5,20.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,16,We,15.9,21.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,17,Th,13.7,20.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,18,Fr,9.5,21.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,19,Sa,13.6,21.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,20,Su,14.4,22.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,21,Mo,15.6,21.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,22,Tu,11.8,21,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,23,We,9.8,20.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,24,Th,14.7,21.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,25,Fr,14.3,23.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,26,Sa,10.8,30,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,27,Su,17.3,20.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,28,Mo,10.8,20.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,29,Tu,12.1,21.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,30,We,15.6,22.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2020,December,31,Th,16.2,23.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,1,Su,11.6,20.3,1.6
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,2,Mo,12.6,21.2,1.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,3,Tu,11.1,22.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,4,We,12.9,26.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,5,Th,10.4,28.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,6,Fr,12.4,20.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,7,Sa,13.3,21,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,8,Su,11.3,33,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,9,Mo,16.3,21,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,10,Tu,14.1,20.4,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,11,We,13.7,21.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,12,Th,15,20.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,13,Fr,14.1,21.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,14,Sa,13,21.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,15,Su,9.2,26.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,16,Mo,12.8,30.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,17,Tu,14.9,34.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,18,We,18.3,37.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,19,Th,17.6,42,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,20,Fr,18.6,45.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,21,Sa,15.7,22.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,22,Su,14.5,21.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,23,Mo,16.9,25.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,24,Tu,12,29,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,25,We,16.3,29.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,26,Th,16.2,25.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,27,Fr,15.7,32.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,28,Sa,17.2,31.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,29,Su,16.3,36.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,30,Mo,20.9,37.8,3.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,December,31,Tu,12.5,24.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,1,Fr,14.7,23.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,2,Sa,10.4,24.6,7.2
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,3,Su,9.3,20.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,4,Mo,9,20.7,1
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,5,Tu,6.6,24.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,6,We,9.3,21.8,
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,7,Th,12.1,19.7,
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,8,Fr,11.4,18.5,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,9,Sa,9.2,20.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,10,Su,7.4,26.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,11,Mo,8.4,38.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,12,Tu,11.8,19.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,13,We,9.4,21.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,14,Th,12.2,22.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,15,Fr,8.1,20.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,16,Sa,11.1,19.1,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,17,Su,10.1,20.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,18,Mo,8,35.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,19,Tu,14.2,35.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,20,We,12.8,44.9,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,21,Th,14.9,23.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,22,Fr,6.8,22.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,23,Sa,9.9,23.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,24,Su,6.2,23.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,25,Mo,14.2,23,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,26,Tu,10.5,19.5,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,27,We,4.7,22.3,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,28,Th,8.3,21.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,29,Fr,10.4,17,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,November,30,Sa,8.3,19.9,7
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,1,Tu,5.6,26.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,2,We,14,25.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,3,Th,10,17.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,4,Fr,13.6,23.2,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,5,Sa,12.5,37.8,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,6,Su,14.3,20.4,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,7,Mo,10.5,19.7,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,8,Tu,7.9,16.3,0.4
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,9,We,8.7,16.6,0
South Australia,SA,North Shields (Port Lincoln AWS) {station 018192},2019,October,10,Th,11.3,17.7,0
