state,year,month,day,minTemp,maxTemp,rainFall
New South Wales,2020,March,9,16.525,22.8,1.85
New South Wales,2020,March,10,16.2,25.06666667,2.266666667
New South Wales,2020,March,11,14.9,25.125,0.05
New South Wales,2020,March,12,16.35,25.6,0.3
New South Wales,2020,March,13,14.55,26.125,0.7
New South Wales,2020,March,14,15.15,18.9,0.4
New South Wales,2020,March,15,12.975,21.525,10
New South Wales,2020,March,16,15.375,22.325,15
New South Wales,2020,March,17,15.325,23.35,14.7
New South Wales,2020,March,18,14.1,26.15,0.5
New South Wales,2020,March,19,15.65,30.8,0
New South Wales,2020,March,20,18.2,34.8,0
New South Wales,2020,March,21,17.25,26.15,0
New South Wales,2020,March,22,17.65,29,0
New South Wales,2020,March,23,17.45,23.325,0.7
New South Wales,2020,March,24,16.15,23.2,1.85
New South Wales,2020,March,25,17.23333333,25.03333333,0.2
New South Wales,2020,March,26,16.35,21.75,25.25
New South Wales,2020,March,27,16.4,22.7,5.666666667
New South Wales,2020,March,28,14.56666667,24.1,0.133333333
New South Wales,2020,March,29,17.425,25.225,11
New South Wales,2020,March,30,18.525,25.45,0.65
New South Wales,2020,March,31,16.73333333,26.73333333,0
New South Wales,2020,May,1,10.075,16.95,10.5
New South Wales,2020,May,2,12.125,18.6,0.05
New South Wales,2020,May,3,9.575,19.75,0
New South Wales,2020,May,4,7.925,19.65,0
New South Wales,2020,May,5,11.925,20.55,2.75
New South Wales,2020,May,6,10.725,22.75,0.1
New South Wales,2020,May,7,10.325,23.2,0
New South Wales,2020,May,8,12.45,27.125,0
New South Wales,2020,May,9,13.45,26.3,0
New South Wales,2020,May,10,10.15,18.625,0
New South Wales,2020,May,11,6.1,19,0
New South Wales,2020,May,12,6.65,21.025,0
New South Wales,2020,May,13,8.825,19.725,0
New South Wales,2020,May,14,8.575,18.075,0
New South Wales,2020,May,15,10.225,17.9,2.9
New South Wales,2020,May,16,10.76666667,19.16666667,5.466666667
New South Wales,2020,May,17,9.366666667,20.4,0.4
New South Wales,2020,May,18,11.125,19.2,6.05
New South Wales,2020,May,19,11.825,21.3,0.85
New South Wales,2020,May,20,11.925,24.2,0
New South Wales,2020,May,21,13.75,17.525,0.6
New South Wales,2020,May,22,8.825,16.65,30.45
New South Wales,2020,May,23,11.3,17.75,1.45
New South Wales,2020,May,24,12.925,18,0.45
New South Wales,2020,May,25,11.6,16.9,0
New South Wales,2020,May,26,12.9,19.275,22.15
New South Wales,2020,May,27,10.85,19.825,2.4
New South Wales,2020,May,28,10.575,22.275,0.05
New South Wales,2020,May,29,10.975,18.425,0
New South Wales,2020,May,30,9.925,20.175,1.6
New South Wales,2020,May,31,11.15,21.45,0.1
New South Wales,2020,November,1,13.03333333,20.9,6
New South Wales,2020,November,2,14.4,22.6,4.733333333
New South Wales,2020,November,3,11.83333333,23.16666667,0.066666667
New South Wales,2020,November,4,12.76666667,26.4,0
New South Wales,2020,November,5,15.46666667,18.4,4.666666667
New South Wales,2020,November,6,12.43333333,21,13.06666667
New South Wales,2020,November,7,11.46666667,21.6,0
New South Wales,2020,November,8,13.5,21.4,0
New South Wales,2020,November,9,12.6,22.06666667,0.066666667
New South Wales,2020,November,10,11.4,23.6,0.1
New South Wales,2020,November,11,13.2,26.3,0
New South Wales,2020,November,12,15.83333333,28.8,0
New South Wales,2020,November,13,18.36666667,28.3,2.733333333
New South Wales,2020,November,14,14.46666667,26.06666667,6.933333333
New South Wales,2020,November,15,14.56666667,30.03333333,0.066666667
New South Wales,2020,November,16,17.4,35.8,0.066666667
New South Wales,2020,November,17,17.63333333,24.16666667,6
New South Wales,2020,November,18,16.53333333,24.23333333,3.2
New South Wales,2020,November,19,15.6,26.43333333,0.066666667
New South Wales,2020,November,20,17.4,31.45,0
New South Wales,2020,November,21,16.7,25.3,3.3
New South Wales,2020,November,22,16.26666667,26.33333333,0.533333333
New South Wales,2020,November,23,19.46666667,27.86666667,1.333333333
New South Wales,2020,November,24,16.76666667,24.03333333,0.133333333
New South Wales,2020,November,25,15.96666667,25.23333333,4.2
New South Wales,2020,November,26,15.9,30.5,0.066666667
New South Wales,2020,November,27,18.46666667,31.86666667,0
New South Wales,2020,November,28,18.8,40.06666667,0
New South Wales,2020,November,29,23.66666667,40.63333333,0
New South Wales,2020,November,30,16.8,23.95,0.1
New South Wales,2020,October,1,13.35,25.3,3.7
New South Wales,2020,October,2,10,24.85,0
New South Wales,2020,October,3,11.65,26.85,0
New South Wales,2020,October,4,12.03333333,28.86666667,0
New South Wales,2020,October,5,13.3,32.5,0
New South Wales,2020,October,6,16.2,20.93333333,0
New South Wales,2020,October,7,16.76666667,21.73333333,0.333333333
New South Wales,2020,October,8,16.66666667,29.13333333,1.133333333
New South Wales,2020,October,9,12.06666667,24.06666667,0.133333333
New South Wales,2020,October,10,10.96666667,25.7,0
New South Wales,2020,October,11,11.73333333,27.06666667,0
New South Wales,2020,October,12,15.03333333,25.3,0
New South Wales,2020,October,13,13.5,29.2,0
New South Wales,2020,October,14,15.96666667,23.06666667,0
New South Wales,2020,October,15,16.5,28.26666667,0
New South Wales,2020,October,16,16.2,21.06666667,0
New South Wales,2020,October,17,15.06666667,27.8,0
New South Wales,2020,October,18,17.23333333,25.1,0.8
New South Wales,2020,October,19,14.63333333,20.8,9.133333333
New South Wales,2020,October,20,14.86666667,21.96666667,2.666666667
New South Wales,2020,October,21,13.6,24.93333333,0.066666667
New South Wales,2020,October,22,14.73333333,25.06666667,0.466666667
New South Wales,2020,October,23,15.7,27.16666667,0
New South Wales,2020,October,24,17.26666667,24.16666667,4.866666667
New South Wales,2020,October,25,13.53333333,15.96666667,19.26666667
New South Wales,2020,October,26,12.53333333,17.2,54.9
New South Wales,2020,October,27,12.73333333,20,4
New South Wales,2020,October,28,13,20.36666667,0.2
New South Wales,2020,October,29,14,21.36666667,9.933333333
New South Wales,2020,October,30,11.6,22.65,0.7
New South Wales,2020,October,31,16.2,24.73333333,2.6
New South Wales,2020,September,1,10.4,18.26666667,0.266666667
New South Wales,2020,September,2,7.733333333,24.8,0
New South Wales,2020,September,3,10.66666667,29.66666667,0
New South Wales,2020,September,4,13.85,19.9,0.2
New South Wales,2020,September,5,11.45,21.95,2.4
New South Wales,2020,September,6,10.37333333,19.86666667,2.206666667
New South Wales,2020,September,7,11.3,22.4,0
New South Wales,2020,September,8,11.6,24.26666667,0
New South Wales,2020,September,9,12.5,16.13333333,1.266666667
New South Wales,2020,September,10,11.5,17.8,4.9
New South Wales,2020,September,11,11.1,20.03333333,1.066666667
New South Wales,2020,September,12,9.366666667,22.73333333,0.066666667
New South Wales,2020,September,13,9.966666667,25.26666667,0
New South Wales,2020,September,14,10.93333333,22.96666667,0.133333333
New South Wales,2020,September,15,14.4,22.93333333,0
New South Wales,2020,September,16,11.93333333,27.33333333,0
New South Wales,2020,September,17,12.7,30.56666667,0
New South Wales,2020,September,18,14.2,20.23333333,0.466666667
New South Wales,2020,September,19,15.2,23.13333333,0.466666667
New South Wales,2020,September,20,15.83333333,21.6,3.013333333
New South Wales,2020,September,21,13.4,27.7,4.2
New South Wales,2020,September,22,16.73333333,27.23333333,0.8
New South Wales,2020,September,23,12.63333333,24.23333333,0
New South Wales,2020,September,24,10.4,21.16666667,0
New South Wales,2020,September,25,7.733333333,24.26666667,0
New South Wales,2020,September,26,9.25,17.3,2.9
New South Wales,2020,September,27,7.55,19.65,0
New South Wales,2020,September,28,7.506666667,19.63333333,0
New South Wales,2020,September,29,9.733333333,20.36666667,0
New South Wales,2020,September,30,10.95,20.8,0
Northern Territory,2019,April,1,17.23333333,30.83333333,0
Northern Territory,2019,April,2,18.3,32,0
Northern Territory,2019,April,3,18.93333333,32.23333333,0
Northern Territory,2019,April,4,19.16666667,32.56666667,2.866666667
Northern Territory,2019,April,5,20.4,33.33333333,16.46666667
Northern Territory,2019,April,6,21.3,33.6,0.133333333
Northern Territory,2019,April,7,21.03333333,32.83333333,17.73333333
Northern Territory,2019,April,8,21.4,32.43333333,0.533333333
Northern Territory,2019,April,9,20.55,33.15,21.5
Northern Territory,2019,April,10,22.75,32.65,3.2
Northern Territory,2019,April,11,20.86666667,32.63333333,0
Northern Territory,2019,April,12,17.96666667,31.76666667,0
Northern Territory,2019,April,13,16.9,33.26666667,0
Northern Territory,2019,April,14,20.16666667,33.23333333,0
Northern Territory,2019,April,15,19.46666667,33.73333333,0
Northern Territory,2019,April,16,20.23333333,34.26666667,0
Northern Territory,2019,April,17,20.06666667,34,0
Northern Territory,2019,April,18,19.4,33.4,0
Northern Territory,2019,April,19,17.5,32.85,0
Northern Territory,2019,April,20,19.96666667,33.13333333,0
Northern Territory,2019,April,21,21.36666667,31.36666667,0
Northern Territory,2019,April,22,19.53333333,30.5,0
Northern Territory,2019,April,23,17.46666667,31.26666667,0
Northern Territory,2019,April,24,17.55,30.9,0
Northern Territory,2019,April,25,17.76666667,29.93333333,0
Northern Territory,2019,April,26,20.6,30.13333333,0
Northern Territory,2019,April,27,20.06666667,29.4,0
Northern Territory,2019,April,28,19.9,30.66666667,0
Northern Territory,2019,April,29,19.6,29.06666667,0
Northern Territory,2019,April,30,19.46666667,31.16666667,0.2
Northern Territory,2019,August,1,11.95,25.55,0
Northern Territory,2019,August,2,9.8,23.36666667,0
Northern Territory,2019,August,3,9.9,25.63333333,0
Northern Territory,2019,August,4,12.16666667,26.9,0
Northern Territory,2019,August,5,13.83333333,27.9,0
Northern Territory,2019,August,6,13.83333333,29.16666667,0
Northern Territory,2019,August,7,16.9,29.56666667,0
Northern Territory,2019,August,8,16.5,25.8,0
Northern Territory,2019,August,9,13.36666667,26.4,0
Northern Territory,2019,August,10,13.53333333,26.03333333,0
Northern Territory,2019,August,11,11.53333333,24.96666667,0
Northern Territory,2019,August,12,11,24.4,0
Northern Territory,2019,August,13,9.766666667,24.6,0
Northern Territory,2019,August,14,9.033333333,25.93333333,0
Northern Territory,2019,August,15,9.9,27.83333333,0
Northern Territory,2019,August,16,12.93333333,29.66666667,0
Northern Territory,2019,August,17,14.6,31.26666667,0
Northern Territory,2019,August,18,16.43333333,28.23333333,0
Northern Territory,2019,August,19,14.23333333,23.56666667,0
Northern Territory,2019,August,20,11.3,24.26666667,0.066666667
Northern Territory,2019,August,21,10.23333333,25.1,0
Northern Territory,2019,August,22,10.96666667,26.43333333,0
Northern Territory,2019,August,23,11.33333333,27.43333333,0
Northern Territory,2019,August,24,11.5,28.95,0
Northern Territory,2019,August,25,13.86666667,27.7,0
Northern Territory,2019,August,26,14.33333333,27.5,0
Northern Territory,2019,August,27,12.9,27.96666667,0
Northern Territory,2019,August,28,11.86666667,26.93333333,0
Northern Territory,2019,August,29,9.9,26.2,0
Northern Territory,2019,August,30,9.666666667,26.93333333,0
Northern Territory,2019,August,31,10.2,29.1,0
Northern Territory,2019,December,1,21.26666667,32.23333333,7.733333333
Northern Territory,2019,December,2,20.56666667,34.53333333,3.933333333
Northern Territory,2019,December,3,22.53333333,35.16666667,0
Northern Territory,2019,December,4,22.9,36.4,0.466666667
Northern Territory,2019,December,5,21.7,38.13333333,1.266666667
Northern Territory,2019,December,6,23.23333333,38.93333333,0
Northern Territory,2019,December,7,23.7,39.76666667,0
Northern Territory,2019,December,8,24.2,40.43333333,0
Northern Territory,2019,December,9,26.03333333,41.2,0
Northern Territory,2019,December,10,26.23333333,40.36666667,0
Northern Territory,2019,December,11,25.56666667,40.13333333,0
Northern Territory,2019,December,12,28,39.76666667,0.533333333
Northern Territory,2019,December,13,26.76666667,36.96666667,0.066666667
Northern Territory,2019,December,14,25.6,36.33333333,0
Northern Territory,2019,December,15,21.6,38.06666667,6.666666667
Northern Territory,2019,December,16,23.3,39.33333333,0
Northern Territory,2019,December,17,25.2,41.1,0
Northern Territory,2019,December,18,25.83333333,41.1,0
Northern Territory,2019,December,19,25.86666667,41.13333333,0.4
Northern Territory,2019,December,20,28.96666667,40.9,0
Northern Territory,2019,December,21,27.8,40.06666667,1.8
Northern Territory,2019,December,22,25.2,40.4,0
Northern Territory,2019,December,23,26.7,41.06666667,0
Northern Territory,2019,December,24,27.33333333,42.06666667,0
Northern Territory,2019,December,25,26.63333333,41.7,3.2
Northern Territory,2019,December,26,27.46666667,40.4,0
Northern Territory,2019,December,27,28.83333333,40.33333333,0
Northern Territory,2019,December,28,26.53333333,38.83333333,0.2
Northern Territory,2019,December,29,27.03333333,39.36666667,0.2
Northern Territory,2019,December,30,27.3,39.53333333,1.2
Northern Territory,2019,December,31,24.73333333,38.43333333,2.666666667
Northern Territory,2019,February,1,26.53333333,36.13333333,1
Northern Territory,2019,February,2,25.8,33.53333333,0.066666667
Northern Territory,2019,February,3,23.53333333,34.83333333,2.6
Northern Territory,2019,February,4,22.93333333,35.3,2.133333333
Northern Territory,2019,February,5,24.96666667,36.76666667,17.93333333
Northern Territory,2019,February,6,26.43333333,37.73333333,0.266666667
Northern Territory,2019,February,7,25.76666667,38.13333333,0
Northern Territory,2019,February,8,27.26666667,37,0
Northern Territory,2019,February,9,24.86666667,34.96666667,0
Northern Territory,2019,February,10,22.63333333,35.16666667,0
Northern Territory,2019,February,11,23,37.83333333,0
Northern Territory,2019,February,12,24.7,39.4,0
Northern Territory,2019,February,13,27.16666667,35.93333333,0
Northern Territory,2019,February,14,24.16666667,34.63333333,0
Northern Territory,2019,February,15,21.73333333,35.36666667,0.066666667
Northern Territory,2019,February,16,21.2,36.26666667,0
Northern Territory,2019,February,17,21.3,38.1,0.8
Northern Territory,2019,February,18,23.16666667,39.43333333,0
Northern Territory,2019,February,19,25.53333333,39.33333333,0
Northern Territory,2019,February,20,24.6,38.23333333,4.466666667
Northern Territory,2019,February,21,25.5,37.16666667,0
Northern Territory,2019,February,22,24.66666667,36.83333333,0
Northern Territory,2019,February,23,22.83333333,37,0
Northern Territory,2019,February,24,24.36666667,37.7,0.2
Northern Territory,2019,February,25,24.23333333,37.13333333,1
Northern Territory,2019,February,26,22.8,36.9,15.66666667
Northern Territory,2019,February,27,23.43333333,37,1.133333333
Northern Territory,2019,February,28,23.46666667,36.76666667,12.4
Northern Territory,2019,January,1,26.9,40,0.066666667
Northern Territory,2019,January,2,25.36666667,39.6,7.866666667
Northern Territory,2019,January,3,26.75,39.55,1.6
Northern Territory,2019,January,4,27.65,39.65,0.1
Northern Territory,2019,January,5,27.66666667,38.23333333,0.733333333
Northern Territory,2019,January,6,24.83333333,36.36666667,2.6
Northern Territory,2019,January,7,23.8,37.13333333,0
Northern Territory,2019,January,8,25.36666667,37.6,0
Northern Territory,2019,January,9,24.7,37.73333333,0
Northern Territory,2019,January,10,24.56666667,38.76666667,0.133333333
Northern Territory,2019,January,11,26.4,40.73333333,0
Northern Territory,2019,January,12,28.33333333,40.36666667,0
Northern Territory,2019,January,13,24.46666667,39.23333333,3.4
Northern Territory,2019,January,14,25.56666667,39.66666667,0.2
Northern Territory,2019,January,15,25.83333333,39.63333333,0.133333333
Northern Territory,2019,January,16,26.16666667,38.8,10.46666667
Northern Territory,2019,January,17,26.7,38.86666667,1.666666667
Northern Territory,2019,January,18,26.16666667,38.66666667,16.53333333
Northern Territory,2019,January,19,26.66666667,38.9,0.066666667
Northern Territory,2019,January,20,26.43333333,40.13333333,1.333333333
Northern Territory,2019,January,21,25.56666667,39.06666667,5.2
Northern Territory,2019,January,22,26.63333333,39.06666667,0.2
Northern Territory,2019,January,23,26.1,38.53333333,9.066666667
Northern Territory,2019,January,24,26.96666667,39,17.33333333
Northern Territory,2019,January,25,28.86666667,37.7,0.133333333
Northern Territory,2019,January,26,26,37.86666667,8.4
Northern Territory,2019,January,27,26.33333333,35.96666667,18.2
Northern Territory,2019,January,28,24.76666667,35.93333333,4.933333333
Northern Territory,2019,January,29,27.06666667,37.13333333,0
Northern Territory,2019,January,30,27.53333333,37.8,0
Northern Territory,2019,January,31,25.63333333,37.4,16.46666667
Northern Territory,2019,July,1,12.13333333,27.76666667,0
Northern Territory,2019,July,2,12.76666667,27.5,0
Northern Territory,2019,July,3,11.83333333,25.1,0
Northern Territory,2019,July,4,9.066666667,24.93333333,0
Northern Territory,2019,July,5,9.933333333,25.93333333,0
Northern Territory,2019,July,6,11.3,26.76666667,0
Northern Territory,2019,July,7,12.36666667,27.26666667,0
Northern Territory,2019,July,8,12.66666667,27.06666667,0
Northern Territory,2019,July,9,13.43333333,26.73333333,0
Northern Territory,2019,July,10,11.5,27.55,0
Northern Territory,2019,July,11,13.5,26.63333333,0
Northern Territory,2019,July,12,13.03333333,27.03333333,0
Northern Territory,2019,July,13,12.73333333,24.96666667,0
Northern Territory,2019,July,14,10.06666667,22.03333333,0
Northern Territory,2019,July,15,9.433333333,22.7,0
Northern Territory,2019,July,16,11,23.46666667,0
Northern Territory,2019,July,17,11.1,25,0
Northern Territory,2019,July,18,10.76666667,26.8,0
Northern Territory,2019,July,19,10.66666667,27.06666667,0
Northern Territory,2019,July,20,10.95,29.6,0
Northern Territory,2019,July,21,14.96666667,27.6,0
Northern Territory,2019,July,22,11.66666667,27.7,0
Northern Territory,2019,July,23,11.83333333,29.36666667,0
Northern Territory,2019,July,24,11.26666667,27.16666667,0
Northern Territory,2019,July,25,12.4,28.23333333,0
Northern Territory,2019,July,26,13.46666667,28.3,0
Northern Territory,2019,July,27,12.8,28.73333333,0
Northern Territory,2019,July,28,13.76666667,29.3,0
Northern Territory,2019,July,29,14.1,29.53333333,0
Northern Territory,2019,July,30,14.33333333,27.76666667,0
Northern Territory,2019,July,31,14.26666667,27.86666667,0
Northern Territory,2019,June,1,9.566666667,22.1,0
Northern Territory,2019,June,2,11.06666667,23.26666667,0
Northern Territory,2019,June,3,11.03333333,22.6,0
Northern Territory,2019,June,4,11.4,20.56666667,0
Northern Territory,2019,June,5,9.933333333,20,0
Northern Territory,2019,June,6,8.866666667,21.7,0
Northern Territory,2019,June,7,9.8,23.26666667,0
Northern Territory,2019,June,8,10.5,26.46666667,0
Northern Territory,2019,June,9,13.7,29.96666667,0
Northern Territory,2019,June,10,17.76666667,30.7,0
Northern Territory,2019,June,11,18.4,32.4,0
Northern Territory,2019,June,12,21.53333333,31.2,0
Northern Territory,2019,June,13,18.63333333,28.83333333,0
Northern Territory,2019,June,14,15.8,28.26666667,0
Northern Territory,2019,June,15,16.23333333,28.4,0
Northern Territory,2019,June,16,13.15,26.8,0.2
Northern Territory,2019,June,17,12.3,26.7,0.1
Northern Territory,2019,June,18,11.8,24.73333333,0
Northern Territory,2019,June,19,10.7,22.8,0
Northern Territory,2019,June,20,9.333333333,22.86666667,0
Northern Territory,2019,June,21,8.5,22.16666667,0
Northern Territory,2019,June,22,7.633333333,22.5,0
Northern Territory,2019,June,23,7.366666667,22.63333333,0
Northern Territory,2019,June,24,8,23.13333333,0
Northern Territory,2019,June,25,8.1,24.53333333,0
Northern Territory,2019,June,26,9.133333333,24.4,0
Northern Territory,2019,June,27,9.333333333,25.53333333,0
Northern Territory,2019,June,28,11.3,27.2,0
Northern Territory,2019,June,29,12.15,26.1,0
Northern Territory,2019,June,30,9.9,26.25,0
Northern Territory,2019,March,1,24.2,37.46666667,6.8
Northern Territory,2019,March,2,24.23333333,36.9,0
Northern Territory,2019,March,3,24.53333333,37.06666667,0
Northern Territory,2019,March,4,23.36666667,36.56666667,0.266666667
Northern Territory,2019,March,5,23.73333333,36.83333333,0
Northern Territory,2019,March,6,24.06666667,36.43333333,0.133333333
Northern Territory,2019,March,7,24.76666667,36.26666667,0
Northern Territory,2019,March,8,23.86666667,37.26666667,0
Northern Territory,2019,March,9,21.53333333,38.3,4.733333333
Northern Territory,2019,March,10,22.93333333,38.33333333,4.066666667
Northern Territory,2019,March,11,24.6,38.8,3.533333333
Northern Territory,2019,March,12,27.36666667,38.73333333,0
Northern Territory,2019,March,13,26.26666667,38.43333333,0.133333333
Northern Territory,2019,March,14,24.7,37.43333333,1.2
Northern Territory,2019,March,15,25.8,36.1,0
Northern Territory,2019,March,16,23.83333333,36.26666667,0
Northern Territory,2019,March,17,22.13333333,35.96666667,0.866666667
Northern Territory,2019,March,18,21.43333333,36.53333333,0
Northern Territory,2019,March,19,22.56666667,37.06666667,0
Northern Territory,2019,March,20,24.13333333,37.46666667,0.133333333
Northern Territory,2019,March,21,25.66666667,38.03333333,0
Northern Territory,2019,March,22,23.1,35.83333333,8.266666667
Northern Territory,2019,March,23,23.2,36.03333333,4.2
Northern Territory,2019,March,24,25.85,33.2,7.6
Northern Territory,2019,March,25,23.7,30.93333333,17.66666667
Northern Territory,2019,March,26,23.5,30.56666667,0
Northern Territory,2019,March,27,19.1,31.53333333,6.933333333
Northern Territory,2019,March,28,20,32.46666667,0.066666667
Northern Territory,2019,March,29,23.3,34.15,0
Northern Territory,2019,March,30,24.35,33.3,0
Northern Territory,2019,March,31,21.7,32.5,0
Northern Territory,2019,May,1,20.06666667,32.03333333,1.666666667
Northern Territory,2019,May,2,22,29.03333333,0.933333333
Northern Territory,2019,May,3,20.5,28.96666667,1
Northern Territory,2019,May,4,16.7,28.36666667,7.6
Northern Territory,2019,May,5,15.3,27.5,0
Northern Territory,2019,May,6,14.4,27.96666667,0
Northern Territory,2019,May,7,14,29.6,0
Northern Territory,2019,May,8,15.4,27.63333333,0
Northern Territory,2019,May,9,14.76666667,26.36666667,0
Northern Territory,2019,May,10,15.16666667,22.9,0
Northern Territory,2019,May,11,11.86666667,22.83333333,0
Northern Territory,2019,May,12,11.13333333,24.36666667,0
Northern Territory,2019,May,13,12,27.5,0
Northern Territory,2019,May,14,13.7,27.86666667,0
Northern Territory,2019,May,15,19.85,32.45,0
Northern Territory,2019,May,16,16.63333333,30.93333333,0
Northern Territory,2019,May,17,18.66666667,32.7,0
Northern Territory,2019,May,18,21.6,28.86666667,4.133333333
Northern Territory,2019,May,19,19.43333333,28.7,9.2
Northern Territory,2019,May,20,19.73333333,30.93333333,0.133333333
Northern Territory,2019,May,21,19.13333333,30.83333333,0
Northern Territory,2019,May,22,17.9,29.83333333,0
Northern Territory,2019,May,23,17.36666667,29.36666667,0
Northern Territory,2019,May,24,16.9,29.63333333,0
Northern Territory,2019,May,25,17.4,29.83333333,0
Northern Territory,2019,May,26,16.83333333,28.66666667,0
Northern Territory,2019,May,27,15.86666667,27.13333333,0
Northern Territory,2019,May,28,13.16666667,25.4,0
Northern Territory,2019,May,29,11.9,25.43333333,0
Northern Territory,2019,May,30,13.2,24.2,0
Northern Territory,2019,May,31,20.6,30.7,0
Northern Territory,2019,November,1,22.7,37.7,7.466666667
Northern Territory,2019,November,2,25.53333333,36.56666667,0
Northern Territory,2019,November,3,25.86666667,34.56666667,0.333333333
Northern Territory,2019,November,4,23.23333333,32.26666667,0.066666667
Northern Territory,2019,November,5,18.03333333,31.83333333,16.2
Northern Territory,2019,November,6,18.16666667,35.46666667,2.066666667
Northern Territory,2019,November,7,20.66666667,35.93333333,0.133333333
Northern Territory,2019,November,8,21.63333333,36.1,0
Northern Territory,2019,November,9,23.2,33.4,0
Northern Territory,2019,November,10,19.16666667,34.6,0
Northern Territory,2019,November,11,19.53333333,37.2,0
Northern Territory,2019,November,12,21.26666667,38.06666667,0
Northern Territory,2019,November,13,23.7,34.16666667,0
Northern Territory,2019,November,14,21.13333333,34.46666667,0
Northern Territory,2019,November,15,20.2,35.53333333,1.733333333
Northern Territory,2019,November,16,20.43333333,36.06666667,0
Northern Territory,2019,November,17,22.2,36.46666667,0
Northern Territory,2019,November,18,22.3,36.66666667,0
Northern Territory,2019,November,19,21.86666667,38.56666667,0
Northern Territory,2019,November,20,22.66666667,39.66666667,0
Northern Territory,2019,November,21,24.86666667,37.8,0.133333333
Northern Territory,2019,November,22,24.13333333,36.96666667,0
Northern Territory,2019,November,23,22.95,35.45,0
Northern Territory,2019,November,24,18.55,35,0
Northern Territory,2019,November,25,22.35,37.6,0
Northern Territory,2019,November,26,26.16666667,37.36666667,0
Northern Territory,2019,November,27,25.23333333,37.53333333,1
Northern Territory,2019,November,28,25.53333333,36.66666667,0.133333333
Northern Territory,2019,November,29,26.1,38.03333333,0.2
Northern Territory,2019,November,30,27.23333333,33.7,0
Northern Territory,2019,October,1,21.5,36.36666667,0
Northern Territory,2019,October,2,21.5,36.03333333,0
Northern Territory,2019,October,3,20.76666667,35.53333333,0
Northern Territory,2019,October,4,20.23333333,35.33333333,0
Northern Territory,2019,October,5,20.06666667,34.8,0
Northern Territory,2019,October,6,22.26666667,35.63333333,0
Northern Territory,2019,October,7,21.23333333,35.06666667,0
Northern Territory,2019,October,8,21.6,32.73333333,0
Northern Territory,2019,October,9,18.8,32.3,0
Northern Territory,2019,October,10,17.86666667,32.7,0
Northern Territory,2019,October,11,17.76666667,35.13333333,0
Northern Territory,2019,October,12,23.16666667,37.43333333,0
Northern Territory,2019,October,13,24.13333333,38.43333333,0
Northern Territory,2019,October,14,21.93333333,38.66666667,0
Northern Territory,2019,October,15,23.3,38.93333333,0
Northern Territory,2019,October,16,24.93333333,36.56666667,0
Northern Territory,2019,October,17,23.8,33.13333333,0
Northern Territory,2019,October,18,19.36666667,36.7,0
Northern Territory,2019,October,19,23.13333333,37.26666667,0
Northern Territory,2019,October,20,23.03333333,35.56666667,0
Northern Territory,2019,October,21,20.5,34.86666667,0
Northern Territory,2019,October,22,19.16666667,34.66666667,0
Northern Territory,2019,October,23,20.1,36.73333333,0
Northern Territory,2019,October,24,22.33333333,37.33333333,0
Northern Territory,2019,October,25,24.2,35.86666667,0
Northern Territory,2019,October,26,26.4,35.4,0
Northern Territory,2019,October,27,22.3,29.6,0
Northern Territory,2019,October,28,18.36666667,31.66666667,0.733333333
Northern Territory,2019,October,29,18.23333333,33.5,0.133333333
Northern Territory,2019,October,30,19.43333333,34.5,6.133333333
Northern Territory,2019,October,31,19.96666667,36.16666667,0
Northern Territory,2019,September,1,12.86666667,31.3,0
Northern Territory,2019,September,2,12.95,31.7,0
Northern Territory,2019,September,3,14.2,32,0
Northern Territory,2019,September,4,14.93333333,33.2,0
Northern Territory,2019,September,5,16.93333333,33.1,0
Northern Territory,2019,September,6,17.5,26.5,0
Northern Territory,2019,September,7,14.4,28.1,0
Northern Territory,2019,September,8,14.63333333,30,0
Northern Territory,2019,September,9,13.33333333,29.43333333,0
Northern Territory,2019,September,10,12.63333333,29,0
Northern Territory,2019,September,11,10.3,29.6,0
Northern Territory,2019,September,12,12.43333333,30.23333333,0
Northern Territory,2019,September,13,13.7,31.53333333,0
Northern Territory,2019,September,14,15.3,32.36666667,0
Northern Territory,2019,September,15,15.63333333,32.63333333,0
Northern Territory,2019,September,16,16.63333333,33.83333333,0
Northern Territory,2019,September,17,18.33333333,32.53333333,0
Northern Territory,2019,September,18,18.1,33.6,0
Northern Territory,2019,September,19,18,34,0
Northern Territory,2019,September,20,20.75,33.5,0
Northern Territory,2019,September,21,15.83333333,27.66666667,0
Northern Territory,2019,September,22,16.1,28.63333333,0
Northern Territory,2019,September,23,18.83333333,27.23333333,0
Northern Territory,2019,September,24,17.76666667,24.63333333,0.6
Northern Territory,2019,September,25,15.76666667,28.3,4.933333333
Northern Territory,2019,September,26,17.03333333,32.23333333,0
Northern Territory,2019,September,27,18.93333333,32.46666667,0
Northern Territory,2019,September,28,20.06666667,33.3,0
Northern Territory,2019,September,29,20.2,34.66666667,0
Northern Territory,2019,September,30,20.73333333,35.36666667,0
Northern Territory,2020,April,1,23.16666667,34.53333333,2.133333333
Northern Territory,2020,April,2,24.73333333,36.23333333,1.4
Northern Territory,2020,April,3,24.36666667,35.7,10.2
Northern Territory,2020,April,4,24.53333333,31.8,0.133333333
Northern Territory,2020,April,5,18.33333333,28.9,10.86666667
Northern Territory,2020,April,6,18.03333333,30.5,0
Northern Territory,2020,April,7,17.96666667,30.6,0
Northern Territory,2020,April,8,19.73333333,30.3,0
